01,79213918456,1709903378,1709903855
02,79265710485,1709885262,1709885991
01,79382718473,1710872831,1710872900
02,79573854002,1709301174,1709301588
01,77290382788,1709585277,1709585873
01,70385739553,1711166145,1711166666
01,77290382788,1710856041,1710856826
02,79213918456,1709328315,1709328807
02,79265710485,1711014108,1711014349
02,79213918456,1710958297,1710958753
01,79573854002,1709798037,1709798734
02,79213918456,1710104328,1710105013
01,77290382788,1709551589,1709551943
02,79385783748,1710389536,1710390391
01,79213918456,1709310858,1709311645
