02,79213918456,1683841312,1683841397
02,79382048394,1684505403,1684506203
02,79213918456,1683189322,1683189800
02,79247284038,1685027328,1685027618
01,79247284038,1684420357,1684420749
02,79385783748,1684874791,1684875420
01,78106578302,1685390597,1685391346
02,79265710485,1683048513,1683049318
02,77290382788,1684053700,1684053863
01,78106578302,1684263895,1684264736
01,79382718473,1684524783,1684525413
02,78106578302,1683103395,1683103445
02,78106578302,1685117930,1685118042
01,79382048394,1685350754,1685351341
