02,79382718473,1698634840,1698634880
01,78106578302,1696473531,1696474000
02,79247284038,1697657475,1697658358
01,79247284038,1698595436,1698595822
02,79247284038,1698749971,1698750175
02,77290382788,1696789888,1696790440
01,79382048394,1698250324,1698250880
02,79265710485,1697780123,1697780242
01,79265710485,1697204474,1697204913
01,77290382788,1698571132,1698571460
01,79265710485,1697142640,1697143192
02,79385783748,1697894367,1697894532
02,79265710485,1696456522,1696456909
02,79247284038,1697823609,1697823835
01,79213918456,1696723147,1696723589
02,79385783748,1697623186,1697623324
01,78106578302,1698137500,1698137788
