02,79213918456,1709038081,1709038162
01,79265710485,1708139737,1708140639
01,79265710485,1707096260,1707097024
01,79382718473,1708871112,1708871163
02,79382718473,1708730850,1708730951
01,79247284038,1708324199,1708324834
01,79247284038,1708729303,1708730015
02,78106578302,1706795919,1706796780
01,79382048394,1708755306,1708755347
01,79385783748,1707058928,1707059750
01,79385783748,1706749041,1706749816
01,79382718473,1708402277,1708402879
02,79265710485,1707717933,1707718209
01,77290382788,1706932443,1706932753
02,79265710485,1706964806,1706965108
