01,79385783748,1700581708,1700582241
01,79382718473,1701201698,1701202285
01,79385783748,1700777785,1700778211
02,78106578302,1700853686,1700854580
02,79573854002,1698868297,1698869109
01,79265710485,1699528740,1699529288
02,79385783748,1699810245,1699810478
02,79385783748,1700807898,1700808738
02,79382718473,1700400278,1700400610
01,79247284038,1700009960,1700010534
01,79573854002,1698924876,1698925035
02,79213918456,1701250512,1701250575
01,78106578302,1701065283,1701066163
02,79382048394,1701334655,1701335068
01,78106578302,1700015336,1700015983
02,79213918456,1699426405,1699427226
02,79247284038,1699356451,1699356644
