02,78106578302,1688094963,1688095129
01,79382718473,1686945597,1686946270
01,78106578302,1686304067,1686304902
01,79213918456,1686841188,1686841810
01,79213918456,1687630143,1687630476
02,79385783748,1687469248,1687469949
02,79247284038,1686402656,1686403307
02,78106578302,1687769785,1687770096
01,78106578302,1686781199,1686782068
02,78106578302,1685597463,1685597741
01,79573854002,1686297333,1686297377
01,70385739553,1687844584,1687844739
02,79385783748,1687914731,1687914889
02,78106578302,1687835385,1687835903
02,79265710485,1687511170,1687511860
